"cue","target","link"
"vacuum","cheerios",0
"walker","cheerios",0
"watch","cheerios",0
"basement","cheerios",0
"bathroom","cheerios",0
"bathtub","cheerios",0
"bed","cheerios",0
"bedroom","cheerios",0
"bench","cheerios",0
"chair","cheerios",0
"closet","cheerios",0
"couch","cheerios",0
"crib","cheerios",0
"door","cheerios",0
"drawer","cheerios",0
"dryer","cheerios",0
"garage","cheerios",0
"high chair","cheerios",0
"kitchen","cheerios",0
"living room","cheerios",0
"oven","cheerios",0
"play pen","cheerios",0
"porch","cheerios",0
"potty","cheerios",0
"rocking chair","cheerios",0
"refrigerator","cheerios",0
"room","cheerios",0
"shower","cheerios",0
"sink","cheerios",0
"sofa","cheerios",0
"stairs","cheerios",0
"stove","cheerios",0
"table","cheerios",0
"TV","cheerios",0
"window","cheerios",0
"washing machine","cheerios",0
"backyard","cheerios",0
"cloud","cheerios",0
"flag","cheerios",0
"flower","cheerios",0
"garden","cheerios",0
"grass","cheerios",0
"hose","cheerios",0
"ladder","cheerios",0
"lawn mower","cheerios",0
"moon","cheerios",0
"pool","cheerios",0
"rain","cheerios",0
"rock","cheerios",0
"roof","cheerios",0
"sandbox","cheerios",0
"shovel","cheerios",0
"sidewalk","cheerios",0
"sky","cheerios",0
"slide","cheerios",0
"snow","cheerios",0
"snowman","cheerios",0
"sprinkler","cheerios",0
"star","cheerios",0
"stick","cheerios",0
"stone","cheerios",0
"street","cheerios",0
"sun","cheerios",0
"swing","cheerios",0
"tree","cheerios",0
"water","cheerios",0
"wind","cheerios",0
"alligator","cheese",0
"animal","cheese",0
"ant","cheese",0
"bear","cheese",0
"bee","cheese",0
"bird","cheese",0
"bug","cheese",0
"bunny","cheese",0
"butterfly","cheese",0
"cat","cheese",0
"chicken","cheese",0
"cow","cheese",0
"deer","cheese",0
"dog","cheese",0
"donkey","cheese",0
"duck","cheese",0
"elephant","cheese",0
"fish","cheese",0
"frog","cheese",0
"giraffe","cheese",0
"goose","cheese",0
"hen","cheese",0
"horse","cheese",0
"kitty","cheese",0
"lamb","cheese",0
"lion","cheese",0
"monkey","cheese",0
"moose","cheese",0
"mouse","cheese",1
"owl","cheese",0
"penguin","cheese",0
"pig","cheese",0
"pony","cheese",0
"puppy","cheese",0
"rooster","cheese",0
"sheep","cheese",0
"squirrel","cheese",0
"teddybear","cheese",0
"tiger","cheese",0
"turkey","cheese",0
"turtle","cheese",0
"wolf","cheese",0
"zebra","cheese",0
"airplane","cheese",0
"bicycle","cheese",0
"boat","cheese",0
"bus","cheese",0
"car","cheese",0
"firetruck","cheese",0
"helicopter","cheese",0
"motorcycle","cheese",0
"sled","cheese",0
"stroller","cheese",0
"tractor","cheese",0
"train","cheese",0
"tricycle","cheese",0
"truck","cheese",0
"ball","cheese",0
"balloon","cheese",0
"bat","cheese",0
"block","cheese",0
"book","cheese",0
"bubbles","cheese",0
"chalk","cheese",0
"crayon","cheese",0
"doll","cheese",0
"game","cheese",0
"glue","cheese",0
"pen","cheese",0
"pencil","cheese",0
"play dough","cheese",0
"present","cheese",0
"puzzle","cheese",0
"story","cheese",0
"toy","cheese",0
"apple","cheese",0
"applesauce","cheese",0
"banana","cheese",0
"beans","cheese",0
"bread","cheese",0
"butter","cheese",0
"cake","cheese",0
"candy","cheese",0
"carrots","cheese",0
"cereal","cheese",0
"cheerios","cheese",0
"cheese","cheese",0
"chicken","cheese",0
"chocolate","cheese",0
"coffee","cheese",0
"coke","cheese",0
"cookie","cheese",0
"corn","cheese",0
"cracker","cheese",1
"donut","cheese",0
"drink","cheese",0
"egg","cheese",0
"fish","cheese",0
"food","cheese",0
"french fries","cheese",0
"grapes","cheese",0
"green beans","cheese",0
"gum","cheese",0
"hamburger","cheese",1
"ice","cheese",0
"ice cream","cheese",0
"jello","cheese",0
"jelly","cheese",0
"juice","cheese",0
"lollipop","cheese",0
"meat","cheese",0
"melon","cheese",0
"milk","cheese",1
"muffin","cheese",0
"noodles","cheese",1
"nuts","cheese",0
"orange","cheese",0
"pancake","cheese",0
"peas","cheese",0
"peanut butter","cheese",0
"pickle","cheese",0
"pizza","cheese",1
"popcorn","cheese",0
"popsicle","cheese",0
"potato chip","cheese",0
"potato","cheese",1
"pretzel","cheese",0
"pudding","cheese",0
"pumpkin","cheese",0
"raisin","cheese",0
"salt","cheese",0
"sandwich","cheese",0
"sauce","cheese",0
"soda","cheese",0
"soup","cheese",0
"spaghetti","cheese",0
"strawberry","cheese",0
"toast","cheese",0
"tuna","cheese",0
"vanilla","cheese",0
"vitamins","cheese",0
"water","cheese",0
"yogurt","cheese",0
"beads","cheese",0
"belt","cheese",0
"bib","cheese",0
"boots","cheese",0
"button","cheese",0
"coat","cheese",0
"diaper","cheese",0
"dress","cheese",0
"gloves","cheese",0
"hat","cheese",0
"jacket","cheese",0
"jeans","cheese",0
"mittens","cheese",0
"necklace","cheese",0
"pajamas","cheese",0
"pants","cheese",0
"scarf","cheese",0
"shirt","cheese",0
"shoe","cheese",0
"shorts","cheese",0
"slipper","cheese",0
"sneaker","cheese",0
"snowsuit","cheese",0
"sock","cheese",0
"sweater","cheese",0
"tights","cheese",0
"underpants","cheese",0
"zipper","cheese",0
"ankle","cheese",0
"arm","cheese",0
"belly button","cheese",0
"buttocks","cheese",0
"cheek","cheese",0
"chin","cheese",0
"ear","cheese",0
"eye","cheese",0
"face","cheese",0
"finger","cheese",0
"foot","cheese",0
"hair","cheese",0
"hand","cheese",0
"head","cheese",0
"knee","cheese",0
"leg","cheese",0
"lips","cheese",0
"mouth","cheese",0
"nose","cheese",0
"owie","cheese",0
"penis","cheese",0
"shoulder","cheese",0
"toe","cheese",0
"tongue","cheese",0
"tooth","cheese",0
"tummy","cheese",0
"vagina","cheese",0
"basket","cheese",0
"blanket","cheese",0
"bottle","cheese",0
"bowl","cheese",0
"box","cheese",0
"broom","cheese",0
"brush","cheese",0
"bucket","cheese",0
"camera","cheese",0
"can","cheese",0
"clock","cheese",0
"comb","cheese",0
"cup","cheese",0
"dish","cheese",0
"fork","cheese",0
"garbage","cheese",0
"glass","cheese",0
"glasses","cheese",0
"hammer","cheese",0
"jar","cheese",0
"keys","cheese",0
"knife","cheese",0
"lamp","cheese",0
"light","cheese",0
"medicine","cheese",0
"money","cheese",0
"mop","cheese",0
"nail","cheese",0
"napkin","cheese",0
"paper","cheese",0
"penny","cheese",0
"picture","cheese",0
"pillow","cheese",0
"plant","cheese",0
"plate","cheese",0
"purse","cheese",0
"radio","cheese",0
"scissors","cheese",0
"soap","cheese",0
"spoon","cheese",0
"tape","cheese",0
"telephone","cheese",0
"tissue","cheese",0
"toothbrush","cheese",0
"towel","cheese",0
"trash","cheese",0
"tray","cheese",0
"vacuum","cheese",0
"walker","cheese",0
"watch","cheese",0
"basement","cheese",0
"bathroom","cheese",0
"bathtub","cheese",0
"bed","cheese",0
"bedroom","cheese",0
"bench","cheese",0
"chair","cheese",0
"closet","cheese",0
"couch","cheese",0
"crib","cheese",0
"door","cheese",0
"drawer","cheese",0
"dryer","cheese",0
"garage","cheese",0
"high chair","cheese",0
"kitchen","cheese",0
"living room","cheese",0
"oven","cheese",0
"play pen","cheese",0
"porch","cheese",0
"potty","cheese",0
"rocking chair","cheese",0
"refrigerator","cheese",0
"room","cheese",0
"shower","cheese",0
"sink","cheese",0
"sofa","cheese",0
"stairs","cheese",0
"stove","cheese",0
"table","cheese",0
"TV","cheese",0
"window","cheese",0
"washing machine","cheese",0
"backyard","cheese",0
"cloud","cheese",0
"flag","cheese",0
"flower","cheese",0
"garden","cheese",0
"grass","cheese",0
"hose","cheese",0
"ladder","cheese",0
"lawn mower","cheese",0
"moon","cheese",0
"pool","cheese",0
"rain","cheese",0
"rock","cheese",0
"roof","cheese",0
"sandbox","cheese",0
"shovel","cheese",0
"sidewalk","cheese",0
"sky","cheese",0
"slide","cheese",0
"snow","cheese",0
"snowman","cheese",0
"sprinkler","cheese",0
"star","cheese",0
"stick","cheese",0
"stone","cheese",0
"street","cheese",0
"sun","cheese",0
"swing","cheese",0
"tree","cheese",0
"water","cheese",0
"wind","cheese",0
"alligator","chicken",0
"animal","chicken",0
"ant","chicken",0
"bear","chicken",0
"bee","chicken",0
"bird","chicken",0
"bug","chicken",0
"bunny","chicken",0
"butterfly","chicken",0
"cat","chicken",0
"chicken","chicken",0
"cow","chicken",0
"deer","chicken",0
"dog","chicken",0
"donkey","chicken",0
"duck","chicken",1
"elephant","chicken",0
"fish","chicken",0
"frog","chicken",0
"giraffe","chicken",0
"goose","chicken",1
"hen","chicken",1
"horse","chicken",0
"kitty","chicken",0
"lamb","chicken",0
"lion","chicken",0
"monkey","chicken",0
"moose","chicken",0
"mouse","chicken",0
"owl","chicken",0
"penguin","chicken",0
"pig","chicken",0
"pony","chicken",0
"puppy","chicken",0
"rooster","chicken",1
"sheep","chicken",0
"squirrel","chicken",0
"teddybear","chicken",0
"tiger","chicken",0
"turkey","chicken",1
"turtle","chicken",0
"wolf","chicken",0
"zebra","chicken",0
"airplane","chicken",0
"bicycle","chicken",0
"boat","chicken",0
"bus","chicken",0
"car","chicken",0
"firetruck","chicken",0
"helicopter","chicken",0
"motorcycle","chicken",0
"sled","chicken",0
"stroller","chicken",0
"tractor","chicken",0
"train","chicken",0
"tricycle","chicken",0
"truck","chicken",0
"ball","chicken",0
"balloon","chicken",0
"bat","chicken",0
"block","chicken",0
"book","chicken",0
"bubbles","chicken",0
"chalk","chicken",0
"crayon","chicken",0
"doll","chicken",0
"game","chicken",0
"glue","chicken",0
"pen","chicken",0
"pencil","chicken",0
"play dough","chicken",0
"present","chicken",0
"puzzle","chicken",0
"story","chicken",0
"toy","chicken",0
"apple","chicken",0
"applesauce","chicken",0
"banana","chicken",0
"beans","chicken",0
"bread","chicken",0
"butter","chicken",0
"cake","chicken",0
"candy","chicken",0
"carrots","chicken",0
"cereal","chicken",0
"cheerios","chicken",0
"cheese","chicken",0
"chicken","chicken",0
"chocolate","chicken",0
"coffee","chicken",0
"coke","chicken",0
"cookie","chicken",0
"corn","chicken",0
"cracker","chicken",0
"donut","chicken",0
"drink","chicken",0
"egg","chicken",1
"fish","chicken",0
"food","chicken",0
"french fries","chicken",0
"grapes","chicken",0
"green beans","chicken",0
"gum","chicken",0
"hamburger","chicken",0
"ice","chicken",0
"ice cream","chicken",0
"jello","chicken",0
"jelly","chicken",0
"juice","chicken",0
"lollipop","chicken",0
"meat","chicken",1
"melon","chicken",0
"milk","chicken",0
"muffin","chicken",0
"noodles","chicken",1
"nuts","chicken",0
"orange","chicken",0
"pancake","chicken",0
"peas","chicken",0
"peanut butter","chicken",0
"pickle","chicken",0
"pizza","chicken",0
"popcorn","chicken",0
"popsicle","chicken",0
"potato chip","chicken",0
"potato","chicken",0
"pretzel","chicken",0
"pudding","chicken",0
"pumpkin","chicken",0
"raisin","chicken",0
"salt","chicken",0
"sandwich","chicken",1
"sauce","chicken",0
"soda","chicken",0
"soup","chicken",1
"spaghetti","chicken",0
"strawberry","chicken",0
"toast","chicken",0
"tuna","chicken",0
"vanilla","chicken",0
"vitamins","chicken",0
"water","chicken",0
"yogurt","chicken",0
"beads","chicken",0
"belt","chicken",0
"bib","chicken",0
"boots","chicken",0
"button","chicken",0
"coat","chicken",0
"diaper","chicken",0
"dress","chicken",0
"gloves","chicken",0
"hat","chicken",0
"jacket","chicken",0
"jeans","chicken",0
"mittens","chicken",0
"necklace","chicken",0
"pajamas","chicken",0
"pants","chicken",0
"scarf","chicken",0
"shirt","chicken",0
"shoe","chicken",0
"shorts","chicken",0
"slipper","chicken",0
"sneaker","chicken",0
"snowsuit","chicken",0
"sock","chicken",0
"sweater","chicken",0
"tights","chicken",0
"underpants","chicken",0
"zipper","chicken",0
"ankle","chicken",0
"arm","chicken",0
"belly button","chicken",0
"buttocks","chicken",0
"cheek","chicken",0
"chin","chicken",0
"ear","chicken",0
"eye","chicken",0
"face","chicken",0
"finger","chicken",0
"foot","chicken",0
"hair","chicken",0
"hand","chicken",0
"head","chicken",0
"knee","chicken",0
"leg","chicken",0
"lips","chicken",0
"mouth","chicken",0
"nose","chicken",0
"owie","chicken",0
"penis","chicken",0
"shoulder","chicken",0
"toe","chicken",0
"tongue","chicken",0
"tooth","chicken",0
"tummy","chicken",0
"vagina","chicken",0
"basket","chicken",0
"blanket","chicken",0
"bottle","chicken",0
"bowl","chicken",0
"box","chicken",0
"broom","chicken",0
"brush","chicken",0
"bucket","chicken",0
"camera","chicken",0
"can","chicken",0
"clock","chicken",0
"comb","chicken",0
"cup","chicken",0
"dish","chicken",0
"fork","chicken",0
"garbage","chicken",0
"glass","chicken",0
"glasses","chicken",0
"hammer","chicken",0
"jar","chicken",0
"keys","chicken",0
"knife","chicken",0
"lamp","chicken",0
"light","chicken",0
"medicine","chicken",0
"money","chicken",0
"mop","chicken",0
"nail","chicken",0
"napkin","chicken",0
"paper","chicken",0
"penny","chicken",0
"picture","chicken",0
"pillow","chicken",0
"plant","chicken",0
"plate","chicken",0
"purse","chicken",0
"radio","chicken",0
"scissors","chicken",0
"soap","chicken",0
"spoon","chicken",0
"tape","chicken",0
"telephone","chicken",0
"tissue","chicken",0
"toothbrush","chicken",0
"towel","chicken",0
"trash","chicken",0
"tray","chicken",0
"vacuum","chicken",0
"walker","chicken",0
"watch","chicken",0
"basement","chicken",0
"bathroom","chicken",0
"bathtub","chicken",0
"bed","chicken",0
"bedroom","chicken",0
"bench","chicken",0
"chair","chicken",0
"closet","chicken",0
"couch","chicken",0
"crib","chicken",0
"door","chicken",0
"drawer","chicken",0
"dryer","chicken",0
"garage","chicken",0
"high chair","chicken",0
"kitchen","chicken",0
"living room","chicken",0
"oven","chicken",0
"play pen","chicken",0
"porch","chicken",0
"potty","chicken",0
"rocking chair","chicken",0
"refrigerator","chicken",0
"room","chicken",0
"shower","chicken",0
"sink","chicken",0
"sofa","chicken",0
"stairs","chicken",0
"stove","chicken",0
"table","chicken",0
"TV","chicken",0
"window","chicken",0
"washing machine","chicken",0
"backyard","chicken",0
"cloud","chicken",0
"flag","chicken",0
"flower","chicken",0
"garden","chicken",0
"grass","chicken",0
"hose","chicken",0
"ladder","chicken",0
"lawn mower","chicken",0
"moon","chicken",0
"pool","chicken",0
"rain","chicken",0
"rock","chicken",0
"roof","chicken",0
"sandbox","chicken",0
"shovel","chicken",0
"sidewalk","chicken",0
"sky","chicken",0
"slide","chicken",0
"snow","chicken",0
"snowman","chicken",0
"sprinkler","chicken",0
"star","chicken",0
"stick","chicken",0
"stone","chicken",0
"street","chicken",0
"sun","chicken",0
"swing","chicken",0
"tree","chicken",0
"water","chicken",0
"wind","chicken",0
"alligator","chocolate",0
"animal","chocolate",0
"ant","chocolate",0
"bear","chocolate",0
"bee","chocolate",0
"bird","chocolate",0
"bug","chocolate",0
"bunny","chocolate",0
"butterfly","chocolate",0
"cat","chocolate",0
"chicken","chocolate",0
"cow","chocolate",0
"deer","chocolate",0
"dog","chocolate",0
"donkey","chocolate",0
"duck","chocolate",0
"elephant","chocolate",0
"fish","chocolate",0
"frog","chocolate",0
"giraffe","chocolate",0
"goose","chocolate",0
"hen","chocolate",0
"horse","chocolate",0
"kitty","chocolate",0
"lamb","chocolate",0
"lion","chocolate",0
"monkey","chocolate",0
"moose","chocolate",1
"mouse","chocolate",0
"owl","chocolate",0
"penguin","chocolate",0
"pig","chocolate",0
"pony","chocolate",0
"puppy","chocolate",0
"rooster","chocolate",0
"sheep","chocolate",0
"squirrel","chocolate",0
"teddybear","chocolate",0
"tiger","chocolate",0
"turkey","chocolate",0
"turtle","chocolate",0
"wolf","chocolate",0
"zebra","chocolate",0
"airplane","chocolate",0
"bicycle","chocolate",0
"boat","chocolate",0
"bus","chocolate",0
"car","chocolate",0
"firetruck","chocolate",0
"helicopter","chocolate",0
"motorcycle","chocolate",0
"sled","chocolate",0
"stroller","chocolate",0
"tractor","chocolate",0
"train","chocolate",0
"tricycle","chocolate",0
"truck","chocolate",0
"ball","chocolate",0
"balloon","chocolate",0
"bat","chocolate",0
"block","chocolate",0
"book","chocolate",0
"bubbles","chocolate",0
"chalk","chocolate",0
"crayon","chocolate",0
"doll","chocolate",0
"game","chocolate",0
"glue","chocolate",0
"pen","chocolate",0
"pencil","chocolate",0
"play dough","chocolate",0
"present","chocolate",0
"puzzle","chocolate",0
"story","chocolate",0
"toy","chocolate",0
"apple","chocolate",0
"applesauce","chocolate",0
"banana","chocolate",0
"beans","chocolate",0
"bread","chocolate",0
"butter","chocolate",0
"cake","chocolate",1
"candy","chocolate",1
"carrots","chocolate",0
"cereal","chocolate",0
"cheerios","chocolate",0
"cheese","chocolate",0
"chicken","chocolate",0
"chocolate","chocolate",0
"coffee","chocolate",0
"coke","chocolate",0
"cookie","chocolate",1
"corn","chocolate",0
"cracker","chocolate",0
"donut","chocolate",0
"drink","chocolate",0
"egg","chocolate",0
"fish","chocolate",0
"food","chocolate",0
"french fries","chocolate",0
"grapes","chocolate",0
"green beans","chocolate",0
"gum","chocolate",0
"hamburger","chocolate",0
"ice","chocolate",0
"ice cream","chocolate",1
"jello","chocolate",0
"jelly","chocolate",0
"juice","chocolate",0
"lollipop","chocolate",0
"meat","chocolate",0
"melon","chocolate",0
"milk","chocolate",1
"muffin","chocolate",0
"noodles","chocolate",0
"nuts","chocolate",0
"orange","chocolate",0
"pancake","chocolate",0
"peas","chocolate",0
"peanut butter","chocolate",0
"pickle","chocolate",0
"pizza","chocolate",0
"popcorn","chocolate",0
"popsicle","chocolate",0
"potato chip","chocolate",0
"potato","chocolate",0
"pretzel","chocolate",0
"pudding","chocolate",1
"pumpkin","chocolate",0
"raisin","chocolate",0
"salt","chocolate",0
"sandwich","chocolate",0
"sauce","chocolate",0
"soda","chocolate",0
"soup","chocolate",0
"spaghetti","chocolate",0
"strawberry","chocolate",0
"toast","chocolate",0
"tuna","chocolate",0
"vanilla","chocolate",1
"vitamins","chocolate",0
"water","chocolate",0
"yogurt","chocolate",1
"beads","chocolate",0
"belt","chocolate",0
"bib","chocolate",0
"boots","chocolate",0
"button","chocolate",0
"coat","chocolate",0
"diaper","chocolate",0
"dress","chocolate",0
"gloves","chocolate",0
"hat","chocolate",0
"jacket","chocolate",0
"jeans","chocolate",0
"mittens","chocolate",0
"necklace","chocolate",0
"pajamas","chocolate",0
"pants","chocolate",0
"scarf","chocolate",0
"shirt","chocolate",0
"shoe","chocolate",0
"shorts","chocolate",0
"slipper","chocolate",0
"sneaker","chocolate",0
"snowsuit","chocolate",0
"sock","chocolate",0
"sweater","chocolate",0
"tights","chocolate",0
"underpants","chocolate",0
"zipper","chocolate",0
"ankle","chocolate",0
"arm","chocolate",0
"belly button","chocolate",0
"buttocks","chocolate",0
"cheek","chocolate",0
"chin","chocolate",0
"ear","chocolate",0
"eye","chocolate",0
"face","chocolate",0
"finger","chocolate",0
"foot","chocolate",0
"hair","chocolate",0
"hand","chocolate",0
"head","chocolate",0
"knee","chocolate",0
"leg","chocolate",0
"lips","chocolate",0
"mouth","chocolate",0
"nose","chocolate",0
"owie","chocolate",0
"penis","chocolate",0
"shoulder","chocolate",0
"toe","chocolate",0
"tongue","chocolate",0
"tooth","chocolate",0
